ID,Recommendation,Comment,Game Series
PS0182,Not Recommended,"[R] get SP Football Life 25 , [R] [R] free",Apex Legends
PS0183,Recommended,[R] not download [R] game [R] [R] [R] bad,Apex Legends
PS0184,Recommended,best game,Apex Legends
PS0185,Recommended,Graphics [R] forget [R] reality [R] Beautiful Good Decent Bad [R] nt look [R] long [R] [R] MSDOS Gameplay Very good Good [R] [R] [R] gameplay Mehh Watch paint dry instead [R] [R] not Audio Eargasm Very good Good Not [R] bad Bad [R] [R] [R] deaf Audience Kids Teens Adults Grandparents PC Requirements Check [R] [R] [R] run paint Potato Decent Fast Rich boi Ask NASA [R] [R] [R] [R] spare computer Game Size Floppy Disk Old Fashioned Workable Big [R] eat 10 [R] [R] 1 TB hard drive [R] [R] want [R] entire hard drive [R] hold [R] [R] [R] need [R] invest [R] [R] black hole [R] hold [R] [R] data Difficulty [R] press ' W ' Easy Easy [R] learn Hard [R] master Significant brain usage Difficult Dark Souls Grind [R] [R] grind Only [R] u care [R] leaderboardsranks [R] not necessary [R] progress Average grind level [R] [R] grind [R] [R] need [R] second life [R] grind Story No Story [R] lore Average Good Lovely [R] [R] replace [R] life Game Time Long enough [R] [R] cup [R] coffee Short Average Long [R] infinity [R] beyond Price [R] [R] free ! Worth [R] price [R] [R] [R] [R] sale [R] u [R] [R] spare money leave Not recommend [R] could also [R] burn [R] money Bugs Never hear [R] Minor bugs [R] get annoying ARK Survival Evolved [R] game [R] [R] [R] big terrarium [R] bugs rate ? 10 1 2 3 4 5 6 7 [R] [R] ronaldo SIIUUUUUUUUUUUUUUUUUUU 8 9 10,Apex Legends
PS0186,Recommended,Product receive [R] free NICE [R] abruptly quit [R],Apex Legends
PS0187,Not Recommended,game,Apex Legends
PS0188,Recommended,game terbaik,Apex Legends
PS0189,Recommended,y,Apex Legends
PS0190,Recommended,verry gooud ferau nic,Apex Legends
PS0191,Recommended,Product receive [R] free 9u900,Apex Legends
PS0192,Recommended,only [R] [R] absolutely [R] no life,Apex Legends
PS0193,Recommended,best game ever,Apex Legends
PS0194,Recommended,siu,Apex Legends
PS0195,Recommended,good [R] innit,Apex Legends
PS0196,Recommended,DFDF,Apex Legends
PS0197,Not Recommended,[R] [R] one [R] [R] bad [R] not [R] bad game ever make,Apex Legends
PS0198,Recommended,a,Apex Legends
PS0199,Not Recommended,game ever ea server [R] pack ever ea babi anak anjaing sial babiiiiiiiiiiii bodohh server cam anjing bangang,Apex Legends
PS0200,Not Recommended,SAME GAME EVERY YEAR,Apex Legends
PS0201,Not Recommended,azz,Apex Legends
PS0202,Recommended,,Apex Legends
PS0203,Recommended,good game,Apex Legends
PS0204,Recommended,fun game,Apex Legends
PS0205,Recommended,Get Good pack luck . play rivals [R] win . play another match . rage terribly . altf4 . Repeat,Apex Legends
PS0206,Recommended,[R],Apex Legends
PS0207,Not Recommended,"most retarded fifa [R] [R] time , impossible [R] play only worth [R] [R] [R] autistic [R] retarded",Apex Legends
PS0208,Not Recommended,"[R] game [R] [R] buggy . [R] [R] [R] remake [R] same game [R] [R] [R] [R] bugs , no nvidia compatibility months [R] release , [R] still get away [R] [R] full price game . [R] [R] worth 1",Apex Legends
PS0209,Not Recommended,always crashh,Apex Legends
PS0210,Recommended,!,Apex Legends
PS0211,Recommended,best,Apex Legends
PS0212,Recommended,very goodgame,Apex Legends
PS0213,Not Recommended,"[R] only play pro clubs [R] [R] [R] [R] manage [R] make [R] bad [R] last year [R] . [R] buttons [R] tactics [R] [R] [R] [R] same [R] [R] decade [R] [R] change [R] [R] convoluted series [R] dpad press [R] only make [R] less intuitive [R] use [R] [R] original . Opponent models [R] not load , get ready [R] play invisible opponents . [R] one [R] top [R] [R] [R] [R] though [R] [R] nerf [R] keeper movement . [R] use [R] [R] able [R] predict [R] [R] opponent [R] go [R] shoot , [R] [R] could move [R] keeper [R] stop [R] shot . [R] decide [R] make [R] [R] [R] keeper [R] [R] only move one step [R] [R] left [R] right . [R] anything [R] take skill [R] [R] game , [R] devs want [R] remove [R] . [R] only good [R] [R] add [R] [R] option [R] turn [R] [R] crappy menu music [R] [R] game start . [R] only pay 8 dollars [R] [R] game [R] [R] still feel rip [R] . 010",Apex Legends
PS0214,Recommended,good game,Apex Legends
PS0215,Not Recommended,crash alot,Apex Legends
PS0216,Not Recommended,"CRAPPIEST GAME [R] [R] EVER SEEN [R] [R] ENTIRE LIFE , [R] WASTED [R] MONEY",Apex Legends
PS0217,Not Recommended,same sheet,Apex Legends
PS0218,Recommended,GANG GANG,Apex Legends
PS0219,Recommended,very fun [R] clean [R] [R] previous games,Apex Legends
PS0220,Not Recommended,alot [R] lag [R] stutters ! first game [R] get red card also,Apex Legends
PS0221,Recommended,"GREAT GAME [R] MAKE CLUBS [R] MAIN FOCUS [R] [R] NEXT FIFA [R] , [R] [R] [R] FAR [R] [R] ALWAYS [R] [R] BEST GAMEMODE .",Apex Legends
PS0222,Not Recommended,laggy [R] alot [R] delay,Apex Legends
PS0223,Not Recommended,play pro club onlythe recent patch make [R] game more [R] [R] basketball gameboth teams keep score,Apex Legends
PS0224,Not Recommended,bad [R] fk,Apex Legends
PS0225,Not Recommended,"Horrible game , [R] [R] servers [R] [R] bad [R] [R] [R] play [R] whole game lagging [R] [R] speed [R] [R] [R] scenario [R] [R] suppose [R] [R] [R] .... [R] [R] bug [R] menu [R] [R] [R] [R] altF4 [R] get [R] [R] load [R] [R] ... Nice job [R] [R] one EA ..... [R] [R] [R] go [R] give us same exact gameplay every year [R] least [R] [R] ensure [R] [R] no bugs [R] latency ... 15",Apex Legends
PS0226,Not Recommended,"[R] [R] [R] compete [R] games [R] [R] semihigh level , [R] [R] competitive [R] friends . [R] NOT play [R] fifa . Get [R] old fifa . get fifa 09 . Not [R] peace [R] cancer game . 0 skill involve , [R] [R] [R] [R] best [R] struggle [R] score against [R] bang average player [R] 90 fifa minutes . [R] [R] [R] leave [R] review [R] [R] lose [R] wager [R] [R] [R]",Apex Legends
PS0227,Not Recommended,"[R] [R] bugs , constant freezing",Apex Legends
PS0228,Not Recommended,game 70 [R] [R] trash [R] would [R] [R] good,Apex Legends
PS0229,Recommended,,Apex Legends
PS0230,Recommended,.,Apex Legends
PS0231,Recommended,good,Apex Legends
PS0232,Not Recommended,games [R] [R] really want [R] buy [R] [R] wait [R] [R] big sale [R] [R] nt get [R] [R] [R] ! ! ! ! ! !,Apex Legends
PS0233,Not Recommended,   ,Apex Legends
PS0234,Recommended,bok gibi,Apex Legends
PS0235,Recommended,hat man utd even more [R] play [R] manager career mode w em,Apex Legends
PS0236,Recommended,Zabavna je,Apex Legends
PS0237,Not Recommended,FC Real Madrid 25,Apex Legends
PS0238,Recommended,[R] love gamble [R] no real money,Apex Legends
PS0239,Recommended,[R] love [R] game .,Apex Legends
PS0240,Recommended,[R] [R] GOOD GAME,Apex Legends
PS0241,Recommended,,Apex Legends
PS0242,Not Recommended,no,Apex Legends
PS0243,Recommended,[R] think [R] could beat [R] ?,Apex Legends
PS0244,Not Recommended,need [R] fix glitches,Apex Legends
PS0245,Recommended,best,Apex Legends
PS0246,Not Recommended,"Amazing [R] [R] game [R] [R] little changes [R] [R] previous iteration manage [R] become significantly bad [R] [R] predecessor . [R] patch [R] fix one issue [R] magically mention another [R] affect [R] frame rate [R] [R] game regardless [R] [R] setting . Last [R] not least , servers [R] still horrible despite [R] know [R] certain time periodsTOTY , etc [R] see significantly high server loads [R] bursts , [R] yet [R] [R] ever [R] [R] [R] [R] .",Apex Legends
PS0247,Recommended,Career mode [R] [R] bhest [R] [R] game,Apex Legends
PS0248,Not Recommended,clubs still break months [R] release,Apex Legends
PS0249,Not Recommended,possibly [R] bad game [R] [R] ever play,Apex Legends
PS0250,Recommended,Lingang kuli kuli linggang kuli linggang ku linggang ku,Apex Legends
PS0251,Recommended,Slop,Apex Legends
PS0252,Recommended,COLDDDDD game [R] patch,Apex Legends
PS0253,Recommended,best shet ever,Apex Legends
PS0254,Recommended,niceee,Apex Legends
PS0255,Recommended,Product receive [R] free,Apex Legends
PS0256,Recommended,"Product receive [R] free [R] [R] opinion , even though [R] [R] not play [R] game [R] [R] [R] first release , [R] [R] very grateful [R] [R] possible , [R] want [R] bring back Volta Football [R] add more modes [R] NBA 2K25",Apex Legends
PS0257,Not Recommended,GAME FIX [R] SERVER EA 0 STARS [R] [R] DONT BUY [R] GAME,Apex Legends
PS0258,Not Recommended,[R] bad [R] [R] ea fc25 [R] not play [R] steamdeck,Apex Legends
PS0259,Recommended,Product receive [R] free Need [R] develop [R] stabilisation [R] fps perform,Apex Legends
PS0260,Recommended,really good game [R] football lovers,Apex Legends
PS0261,Recommended,gra jak zawsze [R] dupy jak beta fify 08 co wyu odpierdalacie ale spk 4 liga road,Apex Legends
PS0262,Recommended,high,Apex Legends
PS0263,Recommended,jj,Apex Legends
PS0264,Not Recommended,trash,Apex Legends
PS0265,Not Recommended,"[R] get [R] [R] Inventory . Ea only need money , [R] [R] not need player . Ordinary players only use sbc [R] [R] play [R] rich man .u want [R] [R] fun [R] [R] game ? Save ur money [R] time [R] [R] [R] things , u [R] get more funny [R] [R] .",Apex Legends
PS0266,Not Recommended,"Matchmaking [R] [R] game [R] comparable [R] COD . Teammates [R] not pass , shoot , [R] know [R] [R] dribble ... [R] [R] [R] think [R] [R] . [R] game also love [R] pair solo queue players [R] full stacks [R] [R] [R] communicate [R] play together . [R] completely ruin [R] experience [R] [R] try [R] get [R] [R] play online solo . [R] feel [R] [R] [R] play more full stacks [R] teams compare [R] [R] solo players . Also , tackle [R] super inconsistent even [R] [R] max [R] defend statshave [R] tackling attributes equip . Pretty [R] [R] [R] [R] game [R] hit [R] miss [R] [R] [R] completely random . Still [R] [R] game [R] [R] NOT pay full price [R] [R] love [R] god ... [R] [R] not worth [R] . 410 [R] only rat [R] high [R] [R] [R] games [R] [R] play [R] friends .",Apex Legends
PS0267,Recommended,Product receive [R] free ok,Apex Legends
PS0268,Recommended,Product receive [R] free nice,Apex Legends
PS0269,Not Recommended,ahh servers,Apex Legends
PS0270,Not Recommended,"[R] [R] [R] [R] game [R] far ? no . [R] [R] [R] [R] game ? , no . [R] [R] recommend [R] [R] others ? , no . [R] [R] play [R] [R] , [R] buy [R] next years game ? yes",Apex Legends
PS0271,Recommended,"bjn , k hb",Apex Legends
PS0272,Recommended,"Better [R] FC24 , [R] probably get FC 26 only [R] sale [R] always",Apex Legends
PS0273,Not Recommended,[R] game [R] POSITIVE,Apex Legends
PS0274,Recommended,FC25 [R] BET FOOTBALL [R] HISTORY .... [R] LUV [R],Apex Legends
PS0275,Not Recommended,"[R] [R] not play without [R] internet connection , [R] [R] force [R] [R] download [R] EA launcher .",Apex Legends
PS0276,Recommended,[R] [R] negative things [R] [R] [R] tell online [R] not really [R] search [R] find [R] [R] [R] console pc war [R] [R] [R] nt listen [R] negatives [R] [R] no hackers transfer market [R] fine [R] [R] very very active [R] find [R] game [R] ultimate team [R] less [R] 10 seconds,Apex Legends
PS0277,Recommended,sizin yapmaya altnz oyunun anasn sikeyim sorun bitmiyor sorun stne sunucu bile yok . anneni sikeyim ea,Apex Legends
PS0278,Not Recommended,ea kose nanat ba [R] app e kiri tokhmit madar jende sag ...,Apex Legends
PS0279,Recommended,[R] [R] highkey addicted,Apex Legends
PS0280,Recommended,.kljb,Apex Legends
PS0281,Not Recommended,[R] [R] bugs [R] glitches,Apex Legends
PS0282,Recommended,bit glitchy [R] very good career mode,Apex Legends
PS0283,Recommended,best game,Apex Legends
PS0284,Recommended,yes,Apex Legends
PS0285,Not Recommended,"Awful pro clubs experience , rush [R] [R] only option [R] AI [R] not [R] [R] make [R] want [R] pull [R] [R] teeth . Game [R] full [R] bugs , [R] [R] no option [R] control [R] audio [R] [R] commentators [R] rush , [R] [R] [R] [R] deal [R] [R] annoying commentator [R] max blast [R] whole game . [R] [R] connect [R] controller [R] [R] launch [R] game , [R] [R] [R] able [R] move around [R] menus , [R] [R] soon [R] [R] [R] [R] [R] game [R] no long work . New origin menu [R] join friends [R] clunky [R] awful . Another classic [R] EA .",Apex Legends
PS0286,Not Recommended,[R] [R] [R] love [R] god [R] game [R] full [R] bugs ? [R] [R] [R] unplayable [R] birdview camera [R] Set pieces [R] make [R] impossible [R] score [R] see spectator stand [R] front [R] [R] screen cover low part [R] [R] field ? ! ? Second [R] [R] [R] [R] game [R] [R] lot less features [R] PES 2010 [R] [R] spent cca 700 hours . User interface [R] lot more complicated even [R] less features [R] [R] 15 year old game . Ridiculous . [R] [R] [R] [R] buy [R] [R] EA ? !,Apex Legends
PS0287,Not Recommended,[R] app time [R] [R] [R] servers take [R] long [R] [R] [R] server [R] ! ! ! [R] [R] [R] even need [R] servers [R] [R] [R] server [R] [R] [R] [R] play [R] game offline [R] [R] pay [R] [R] download ! ! !,Apex Legends
PS0288,Recommended,goof,Apex Legends
PS0289,Not Recommended,Not worth [R] money EA app [R] not work [R] lunch [R] game 99 [R] [R] time [R] [R] .,Apex Legends
PS0290,Recommended,cheers mate nans [R] hit [R] suiii [R] [R] score [R] [R] [R] [R] [R] hospital,Apex Legends
PS0291,Not Recommended,bad,Apex Legends
PS0292,Not Recommended, ,Apex Legends
PS0293,Not Recommended,,Apex Legends
PS0294,Recommended,very good,Apex Legends
PS0295,Recommended,ok,Apex Legends
PS0296,Not Recommended,"[R] game take [R] average 10 attempts [R] even open , since [R] require [R] ea app [R] work , [R] [R] rarely [R] , [R] get one [R] two matches play [R] [R] game crash , [R] [R] constant bugs [R] systems [R] game rely [R] cause [R] hour [R] get [R] [R] [R] total bore . hopefully [R] [R] get [R] money back [R] [R] sad excuse [R] [R] game ruin [R] [R] typical greed [R] ea . [R] ceo need [R] luigi esq visit next",Apex Legends
PS0297,Recommended,yui,Apex Legends
PS0298,Recommended,cancer .,Apex Legends
PS0299,Recommended,servers keep shut [R] [R] [R] cry,Apex Legends
PS0300,Recommended,remove women pls,Apex Legends
PS0301,Not Recommended,[R] ea app [R] [R] gay [R] [R] ever exist [R] [R] world,Apex Legends
PS0302,Recommended,,Apex Legends
PS0303,Not Recommended,"Bought [R] game yesterday . Played [R] [R] buds [R] playstation . [R] next day ea app [R] not work . Crossplay [R] [R] good addition [R] [R] [R] [R] point [R] [R] experience [R] garbage [R] PC ? Ea , stop force us [R] use [R] launcher [R] play [R] games [R] [R] [R] not work properly . [R] buy [R] game [R] console [R] [R] want [R] .",Apex Legends
PS0304,Not Recommended,[R] [R] never understand [R] EA decide [R] would [R] [R] amazing idea [R] not allow [R] [R] launch [R] game without connection [R] [R] servers . [R] [R] [R] vital [R] [R] [R] play [R] career mode save [R] [R] strong internet connection [R] absolutely beyond [R] . [R] [R] even good [R] [R] try [R] gaslight [R] [R] believe [R] [R] internet [R] [R] problem [R] [R] [R] [R] fact [R] servers [R] [R] [R] [R] [R] not unusual,Apex Legends
PS0305,Recommended,asdfddgfgg,Apex Legends
PS0306,Not Recommended,bad sarvires,Apex Legends
PS0307,Not Recommended,good game [R] ea [R] scumy,Apex Legends
PS0308,Recommended,1010,Apex Legends
PS0309,Recommended,[R] alr tbf,Apex Legends
PS0310,Not Recommended,[R],Apex Legends
PS0311,Recommended,Very good game,Apex Legends
PS0312,Recommended,0,Apex Legends
PS0313,Recommended,Best game ever,Apex Legends
PS0314,Recommended,VERY GOOOOOOOD,Apex Legends
PS0315,Not Recommended,packs ar e full [R] trash,Apex Legends
PS0316,Not Recommended,.,Apex Legends
PS0317,Not Recommended,"[R] game [R] [R] scam , every year [R] same [R] [R] only [R] [R] changes [R] [R] graphics . Also [R] servers [R] [R] bad yet [R] [R] nt upgrade [R] [R] [R] needs [R] [R] [R] more money [R] [R] need [R] want",Apex Legends
PS0318,Recommended,nnnnnnnnnnn,Apex Legends
PS0319,Not Recommended,[R] GAME [R] not good,Apex Legends
PS0320,Recommended,great .,Apex Legends
PS0321,Recommended,[R] game [R] dudo,Apex Legends
PS0322,Recommended,fmm servere,Apex Legends
PS0323,Not Recommended,"[R] [R] glitches [R] EA APP , unnecessary game exit",Apex Legends
PS0324,Not Recommended,Game [R] nt even lauch steam wo nt let [R] refund sit [R] 20 minutes try [R] launch,Apex Legends
PS0325,Recommended,d,Apex Legends
PS0326,Not Recommended,Garbage game,Apex Legends
PS0327,Not Recommended,SZAR EA SZERO,Apex Legends
PS0328,Not Recommended,Product receive [R] free SCORED [R] BYICLE KICK [R] [R] SHOTED [R] [R] [R] NAN PASSES [R] [R] [R] [R] BACKFLIP [R] [R] STAIRS [R] DIED,Apex Legends
PS0329,Not Recommended,[R] [R] [R] server seem [R] not exist,Apex Legends
PS0330,Not Recommended,,Apex Legends
PS0331,Recommended,hi,Apex Legends
PS0332,Recommended,very cool,Apex Legends
PS0333,Not Recommended,rozkousal jsem ovladac,Apex Legends
PS0334,Recommended,great game,Apex Legends
PS0335,Not Recommended,ass game,Apex Legends
PS0336,Not Recommended,[R] [R] total already waste 102 hours [R] [R] life [R] [R] garbage game [R] not recommend [R] [R],Apex Legends
PS0337,Recommended,spierdvlvj,Apex Legends
PS0338,Not Recommended,Ca not even play matches against [R] frriends without [R] [R] make [R] whole team . game . mechanics [R] [R] copy paste [R] [R] previous years,Apex Legends
PS0339,Recommended,Product receive [R] free best game ever messironaldo,Apex Legends
PS0340,Not Recommended,"Multi billion dollar company [R] not fix [R] servers . [R] [R] [R] DISGRACE . [R] [R] get punish [R] [R] reward [R] [R] get dissconected . Talk ing [R] negative feelings , [R] game seem [R] target [R] [R] make [R] lose [R] [R] [R] possible . Wish [R] could refund [R] not worth [R] purchase . Hope [R] help .",Apex Legends
PS0341,Not Recommended,"[R] [R] only play [R] 13 hours [R] [R] [R] already tell [R] [R] [R] [R] always . [R] game [R] [R] laggy . Sometimes [R] [R] [R] feeling [R] [R] [R] play [R] Mcdonald [R] free wifi even though [R] play [R] internet cable . [R] pc [R] not [R] problem [R] . [R] [R] put [R] [R] low settings [R] graphics [R] could , [R] [R] [R] still . [R] NOT buy [R] more [R] 30 euros .",Apex Legends
